seq_id,source,type,start,end,score,strand,phase,attributes
XII,LD information,LD block,130739,132151,1,+,.,Name=CHR_12_7547-7556
XII,LD information,LD block,132610,150544,1,+,.,Name=CHR_12_7559-7576
XII,LD information,LD block,152081,173892,1,+,.,Name=CHR_12_7578-7589
XII,LD information,LD block,180329,182813,1,+,.,Name=CHR_12_7591-7593
XII,LD information,LD block,184955,196515,1,+,.,Name=CHR_12_7594-7608
XII,LD information,LD block,196991,211932,1,+,.,Name=CHR_12_7612-7623
XII,LD information,LD block,212271,222754,1,+,.,Name=CHR_12_7625-7632
XII,LD information,LD block,224908,241614,1,+,.,Name=CHR_12_7634-7657
XII,LD information,LD block,245473,251868,1,+,.,Name=CHR_12_7661-7671
XII,LD information,LD block,253770,256127,1,+,.,Name=CHR_12_7673-7675
XII,LD information,LD block,259766,263103,1,+,.,Name=CHR_12_7678-7684
XII,LD information,LD block,266631,281460,1,+,.,Name=CHR_12_7687-7698
XII,LD information,LD block,282691,282692,1,+,.,Name=CHR_12_7702-7703
XII,LD information,LD block,282769,321460,1,+,.,Name=CHR_12_7705-7732
XII,LD information,LD block,322765,327439,1,+,.,Name=CHR_12_7734-7738
XII,LD information,LD block,331041,384824,1,+,.,Name=CHR_12_7740-7805
XII,LD information,LD block,387634,388695,1,+,.,Name=CHR_12_7807-7808
XII,LD information,LD block,394590,420304,1,+,.,Name=CHR_12_7809-7832
XII,LD information,LD block,423791,425540,1,+,.,Name=CHR_12_7834-7836
XII,LD information,LD block,430049,441152,1,+,.,Name=CHR_12_7838-7848
XII,LD information,LD block,441612,443164,1,+,.,Name=CHR_12_7850-7860
XII,LD information,LD block,449184,449482,1,+,.,Name=CHR_12_7862-7863
XII,LD information,LD block,450044,451397,1,+,.,Name=CHR_12_7866-7867
XII,LD information,LD block,490980,510268,1,+,.,Name=CHR_12_7874-7905
XII,LD information,LD block,511533,514437,1,+,.,Name=CHR_12_7907-7913
XII,LD information,LD block,514956,520399,1,+,.,Name=CHR_12_7914-7919
XII,LD information,LD block,528235,530174,1,+,.,Name=CHR_12_7920-7922
XII,LD information,LD block,536833,543736,1,+,.,Name=CHR_12_7923-7929
XII,LD information,LD block,545567,545673,1,+,.,Name=CHR_12_7931-7932
XII,LD information,LD block,546061,546355,1,+,.,Name=CHR_12_7934-7935
XII,LD information,LD block,548125,552056,1,+,.,Name=CHR_12_7937-7946
XII,LD information,LD block,552743,553701,1,+,.,Name=CHR_12_7950-7953
XII,LD information,LD block,553802,557933,1,+,.,Name=CHR_12_7955-7963
XII,LD information,LD block,563492,563504,1,+,.,Name=CHR_12_7969-7971
XII,LD information,LD block,563514,563530,1,+,.,Name=CHR_12_7972-7973
XII,LD information,LD block,568225,599143,1,+,.,Name=CHR_12_7976-8002
XII,LD information,LD block,599206,604413,1,+,.,Name=CHR_12_8004-8008
XII,LD information,LD block,606111,609627,1,+,.,Name=CHR_12_8011-8016
XII,LD information,LD block,614130,622770,1,+,.,Name=CHR_12_8017-8022
XII,LD information,LD block,626279,634602,1,+,.,Name=CHR_12_8024-8032
XII,LD information,LD block,642387,645078,1,+,.,Name=CHR_12_8034-8038
XII,LD information,LD block,646861,657609,1,+,.,Name=CHR_12_8042-8045
XII,LD information,LD block,659849,683588,1,+,.,Name=CHR_12_8046-8067
XII,LD information,LD block,687604,687605,1,+,.,Name=CHR_12_8068-8069
XII,LD information,LD block,687837,694457,1,+,.,Name=CHR_12_8070-8072
XII,LD information,LD block,702459,703407,1,+,.,Name=CHR_12_8076-8078
XII,LD information,LD block,705727,715889,1,+,.,Name=CHR_12_8080-8085
XII,LD information,LD block,718170,719563,1,+,.,Name=CHR_12_8087-8088
XII,LD information,LD block,723591,724131,1,+,.,Name=CHR_12_8092-8094
XII,LD information,LD block,724833,777907,1,+,.,Name=CHR_12_8096-8131
XII,LD information,LD block,783721,791308,1,+,.,Name=CHR_12_8133-8135
XII,LD information,LD block,793293,811797,1,+,.,Name=CHR_12_8139-8167
XII,LD information,LD block,818383,818386,1,+,.,Name=CHR_12_8168-8170
XII,LD information,LD block,824912,825661,1,+,.,Name=CHR_12_8172-8173
XII,LD information,LD block,827961,827963,1,+,.,Name=CHR_12_8174-8176
XII,LD information,LD block,829417,829417,1,+,.,Name=CHR_12_8178-8179
XII,LD information,LD block,829553,843963,1,+,.,Name=CHR_12_8181-8193
XII,LD information,LD block,846897,873624,1,+,.,Name=CHR_12_8195-8216
XII,LD information,LD block,873750,876059,1,+,.,Name=CHR_12_8219-8221
XII,LD information,LD block,879953,888202,1,+,.,Name=CHR_12_8222-8227
XII,LD information,LD block,892496,925356,1,+,.,Name=CHR_12_8231-8277
XII,LD information,LD block,930981,950296,1,+,.,Name=CHR_12_8279-8288
XII,LD information,LD block,954167,974973,1,+,.,Name=CHR_12_8289-8313
XII,LD information,LD block,975675,976001,1,+,.,Name=CHR_12_8315-8316
XII,LD information,LD block,982986,987115,1,+,.,Name=CHR_12_8320-8328
XII,LD information,LD block,987160,1002243,1,+,.,Name=CHR_12_8330-8341
XII,LD information,LD block,1006042,1006047,1,+,.,Name=CHR_12_8343-8344
XII,LD information,LD block,1006086,1010871,1,+,.,Name=CHR_12_8347-8356
XII,LD information,LD block,1012062,1013786,1,+,.,Name=CHR_12_8360-8362
XII,LD information,LD block,1019116,1019132,1,+,.,Name=CHR_12_8366-8367
XII,LD information,LD block,1019140,1019141,1,+,.,Name=CHR_12_8370-8371
XII,LD information,LD block,1020161,1025145,1,+,.,Name=CHR_12_8372-8378
XII,LD information,LD block,1028353,1057418,1,+,.,Name=CHR_12_8380-8403
XII,LD information,LD block,1059123,1059495,1,+,.,Name=CHR_12_8404-8405
XII,LD information,LD block,1059591,8312,1,+,.,Name=CHR_12_8407-8416
XIII,LD information,LD block,13831,14024,1,+,.,Name=CHR_13_8418-8425
XIII,LD information,LD block,26551,26591,1,+,.,Name=CHR_13_8429-8431
XIII,LD information,LD block,26795,26816,1,+,.,Name=CHR_13_8433-8434
XIII,LD information,LD block,29394,32516,1,+,.,Name=CHR_13_8435-8441
XIII,LD information,LD block,33821,33830,1,+,.,Name=CHR_13_8442-8443
XIII,LD information,LD block,43096,46758,1,+,.,Name=CHR_13_8445-8453
XIII,LD information,LD block,55098,56990,1,+,.,Name=CHR_13_8457-8458
XIII,LD information,LD block,58847,65881,1,+,.,Name=CHR_13_8460-8466
XIII,LD information,LD block,66821,97472,1,+,.,Name=CHR_13_8468-8518
XIII,LD information,LD block,97628,98766,1,+,.,Name=CHR_13_8520-8521
XIII,LD information,LD block,101281,111621,1,+,.,Name=CHR_13_8529-8536
XIII,LD information,LD block,114474,138830,1,+,.,Name=CHR_13_8538-8558
XIII,LD information,LD block,144518,159382,1,+,.,Name=CHR_13_8560-8571
XIII,LD information,LD block,162015,169888,1,+,.,Name=CHR_13_8573-8578
XIII,LD information,LD block,173500,176799,1,+,.,Name=CHR_13_8579-8580
XIII,LD information,LD block,179719,183474,1,+,.,Name=CHR_13_8582-8583
XIII,LD information,LD block,191678,205923,1,+,.,Name=CHR_13_8584-8586
XIII,LD information,LD block,209723,210558,1,+,.,Name=CHR_13_8588-8590
XIII,LD information,LD block,211631,217356,1,+,.,Name=CHR_13_8592-8599
XIII,LD information,LD block,223846,228874,1,+,.,Name=CHR_13_8600-8606
XIII,LD information,LD block,234266,254919,1,+,.,Name=CHR_13_8607-8618
XIII,LD information,LD block,255043,255043,1,+,.,Name=CHR_13_8619-8620
XIII,LD information,LD block,256853,263341,1,+,.,Name=CHR_13_8621-8628
XIII,LD information,LD block,268101,268108,1,+,.,Name=CHR_13_8629-8631
XIII,LD information,LD block,268336,302918,1,+,.,Name=CHR_13_8632-8656
XIII,LD information,LD block,309981,319136,1,+,.,Name=CHR_13_8657-8663
XIII,LD information,LD block,329611,331755,1,+,.,Name=CHR_13_8664-8668
XIII,LD information,LD block,333904,347381,1,+,.,Name=CHR_13_8670-8682
XIII,LD information,LD block,349796,352789,1,+,.,Name=CHR_13_8684-8688
XIII,LD information,LD block,355292,368822,1,+,.,Name=CHR_13_8690-8695
XIII,LD information,LD block,378887,394864,1,+,.,Name=CHR_13_8697-8722
XIII,LD information,LD block,396386,409846,1,+,.,Name=CHR_13_8723-8737
XIII,LD information,LD block,411379,418355,1,+,.,Name=CHR_13_8738-8745
XIII,LD information,LD block,426219,426224,1,+,.,Name=CHR_13_8746-8747
XIII,LD information,LD block,426996,489572,1,+,.,Name=CHR_13_8749-8792
XIII,LD information,LD block,489756,489758,1,+,.,Name=CHR_13_8794-8795
XIII,LD information,LD block,491360,503363,1,+,.,Name=CHR_13_8797-8807
XIII,LD information,LD block,503653,535737,1,+,.,Name=CHR_13_8809-8844
XIII,LD information,LD block,535862,538521,1,+,.,Name=CHR_13_8846-8854
XIII,LD information,LD block,539260,541424,1,+,.,Name=CHR_13_8857-8865
XIII,LD information,LD block,542130,554202,1,+,.,Name=CHR_13_8867-8879
XIII,LD information,LD block,559009,587156,1,+,.,Name=CHR_13_8882-8901
XIII,LD information,LD block,587658,587665,1,+,.,Name=CHR_13_8902-8903
XIII,LD information,LD block,588567,588570,1,+,.,Name=CHR_13_8905-8906
XIII,LD information,LD block,588573,588576,1,+,.,Name=CHR_13_8907-8908
XIII,LD information,LD block,588594,588597,1,+,.,Name=CHR_13_8912-8913
XIII,LD information,LD block,588600,588627,1,+,.,Name=CHR_13_8915-8919
XIII,LD information,LD block,588807,589215,1,+,.,Name=CHR_13_8921-8922
XIII,LD information,LD block,600543,607707,1,+,.,Name=CHR_13_8923-8932
XIII,LD information,LD block,612355,621167,1,+,.,Name=CHR_13_8938-8948
XIII,LD information,LD block,626195,650533,1,+,.,Name=CHR_13_8952-8970
XIII,LD information,LD block,653186,665729,1,+,.,Name=CHR_13_8973-8985
XIII,LD information,LD block,676107,698679,1,+,.,Name=CHR_13_8988-9019
XIII,LD information,LD block,698828,722436,1,+,.,Name=CHR_13_9020-9057
XIII,LD information,LD block,723430,751466,1,+,.,Name=CHR_13_9059-9098
XIII,LD information,LD block,753081,755881,1,+,.,Name=CHR_13_9100-9101
XIII,LD information,LD block,757834,770563,1,+,.,Name=CHR_13_9103-9115
XIII,LD information,LD block,776467,777558,1,+,.,Name=CHR_13_9118-9119
XIII,LD information,LD block,779242,793818,1,+,.,Name=CHR_13_9121-9127
XIII,LD information,LD block,796580,815529,1,+,.,Name=CHR_13_9128-9143
XIII,LD information,LD block,819594,852398,1,+,.,Name=CHR_13_9144-9174
XIII,LD information,LD block,856903,860589,1,+,.,Name=CHR_13_9176-9181
XIII,LD information,LD block,867636,873664,1,+,.,Name=CHR_13_9185-9190
XIII,LD information,LD block,874092,874116,1,+,.,Name=CHR_13_9191-9198
XIII,LD information,LD block,874125,874140,1,+,.,Name=CHR_13_9199-9201
XIII,LD information,LD block,874157,874182,1,+,.,Name=CHR_13_9202-9205
XIII,LD information,LD block,874197,874233,1,+,.,Name=CHR_13_9206-9211
XIII,LD information,LD block,874247,874276,1,+,.,Name=CHR_13_9212-9216
XIII,LD information,LD block,874287,888463,1,+,.,Name=CHR_13_9217-9224
XIII,LD information,LD block,888990,892748,1,+,.,Name=CHR_13_9226-9229
XIII,LD information,LD block,895661,912820,1,+,.,Name=CHR_13_9230-9250
XIII,LD information,LD block,914827,914829,1,+,.,Name=CHR_13_9253-9254
XIV,LD information,LD block,6906,6914,1,+,.,Name=CHR_14_9258-9260
XIV,LD information,LD block,6940,6946,1,+,.,Name=CHR_14_9262-9265
XIV,LD information,LD block,19935,26113,1,+,.,Name=CHR_14_9267-9273
XIV,LD information,LD block,33990,49825,1,+,.,Name=CHR_14_9279-9289
XIV,LD information,LD block,52664,95295,1,+,.,Name=CHR_14_9290-9317
XIV,LD information,LD block,102695,109881,1,+,.,Name=CHR_14_9319-9332
XIV,LD information,LD block,111897,116086,1,+,.,Name=CHR_14_9334-9337
XIV,LD information,LD block,119960,127328,1,+,.,Name=CHR_14_9338-9343
XIV,LD information,LD block,129960,138448,1,+,.,Name=CHR_14_9345-9349
XIV,LD information,LD block,141579,180459,1,+,.,Name=CHR_14_9351-9377
XIV,LD information,LD block,181078,181081,1,+,.,Name=CHR_14_9378-9379
XIV,LD information,LD block,182297,184811,1,+,.,Name=CHR_14_9380-9383
XIV,LD information,LD block,185411,196374,1,+,.,Name=CHR_14_9385-9402
XIV,LD information,LD block,198392,250690,1,+,.,Name=CHR_14_9403-9443
XIV,LD information,LD block,256840,257173,1,+,.,Name=CHR_14_9445-9446
XIV,LD information,LD block,264064,294413,1,+,.,Name=CHR_14_9448-9461
XIV,LD information,LD block,301186,332647,1,+,.,Name=CHR_14_9463-9494
XIV,LD information,LD block,334886,337563,1,+,.,Name=CHR_14_9496-9500
XIV,LD information,LD block,339992,340237,1,+,.,Name=CHR_14_9502-9503
XIV,LD information,LD block,345215,354457,1,+,.,Name=CHR_14_9505-9512
XIV,LD information,LD block,356409,372787,1,+,.,Name=CHR_14_9513-9525
XIV,LD information,LD block,373690,377751,1,+,.,Name=CHR_14_9527-9531
XIV,LD information,LD block,379436,389981,1,+,.,Name=CHR_14_9533-9540
XIV,LD information,LD block,394591,410127,1,+,.,Name=CHR_14_9541-9556
XIV,LD information,LD block,418168,437955,1,+,.,Name=CHR_14_9557-9573
XIV,LD information,LD block,441787,469870,1,+,.,Name=CHR_14_9575-9599
XIV,LD information,LD block,472613,485955,1,+,.,Name=CHR_14_9600-9605
XIV,LD information,LD block,489876,508681,1,+,.,Name=CHR_14_9607-9625
XIV,LD information,LD block,510823,525380,1,+,.,Name=CHR_14_9627-9629
XIV,LD information,LD block,527281,529589,1,+,.,Name=CHR_14_9631-9634
XIV,LD information,LD block,534351,539456,1,+,.,Name=CHR_14_9635-9641
XIV,LD information,LD block,543122,553785,1,+,.,Name=CHR_14_9642-9654
XIV,LD information,LD block,558289,560799,1,+,.,Name=CHR_14_9657-9664
XIV,LD information,LD block,560813,561322,1,+,.,Name=CHR_14_9666-9667
XIV,LD information,LD block,568268,568270,1,+,.,Name=CHR_14_9668-9669
XIV,LD information,LD block,568858,569044,1,+,.,Name=CHR_14_9670-9673
XIV,LD information,LD block,571968,572150,1,+,.,Name=CHR_14_9678-9684
XIV,LD information,LD block,572217,572252,1,+,.,Name=CHR_14_9685-9687
XIV,LD information,LD block,572330,572366,1,+,.,Name=CHR_14_9688-9689
XIV,LD information,LD block,574170,579044,1,+,.,Name=CHR_14_9694-9700
XIV,LD information,LD block,580002,593538,1,+,.,Name=CHR_14_9703-9714
XIV,LD information,LD block,599354,599392,1,+,.,Name=CHR_14_9717-9718
XIV,LD information,LD block,599886,599892,1,+,.,Name=CHR_14_9719-9721
XIV,LD information,LD block,599947,599999,1,+,.,Name=CHR_14_9722-9725
XIV,LD information,LD block,600108,600153,1,+,.,Name=CHR_14_9727-9729
XIV,LD information,LD block,600272,600283,1,+,.,Name=CHR_14_9732-9733
XIV,LD information,LD block,600908,600923,1,+,.,Name=CHR_14_9734-9735
XIV,LD information,LD block,600931,600943,1,+,.,Name=CHR_14_9737-9741
XIV,LD information,LD block,602111,602388,1,+,.,Name=CHR_14_9743-9744
XIV,LD information,LD block,602396,602854,1,+,.,Name=CHR_14_9745-9749
XIV,LD information,LD block,604387,604387,1,+,.,Name=CHR_14_9752-9753
XIV,LD information,LD block,606273,616988,1,+,.,Name=CHR_14_9754-9763
XIV,LD information,LD block,619153,625946,1,+,.,Name=CHR_14_9765-9773
XIV,LD information,LD block,628795,628840,1,+,.,Name=CHR_14_9776-9777
XIV,LD information,LD block,628889,630753,1,+,.,Name=CHR_14_9778-9783
XIV,LD information,LD block,634460,650841,1,+,.,Name=CHR_14_9786-9803
XIV,LD information,LD block,651964,651987,1,+,.,Name=CHR_14_9806-9807
XIV,LD information,LD block,654230,654336,1,+,.,Name=CHR_14_9808-9809
XIV,LD information,LD block,668533,691878,1,+,.,Name=CHR_14_9812-9829
XIV,LD information,LD block,695359,701961,1,+,.,Name=CHR_14_9831-9836
XIV,LD information,LD block,704255,704301,1,+,.,Name=CHR_14_9837-9842
XIV,LD information,LD block,704451,704458,1,+,.,Name=CHR_14_9843-9845
XIV,LD information,LD block,704472,704486,1,+,.,Name=CHR_14_9847-9848
XIV,LD information,LD block,705287,716298,1,+,.,Name=CHR_14_9849-9865
XIV,LD information,LD block,719053,719403,1,+,.,Name=CHR_14_9868-9869
XIV,LD information,LD block,721219,726075,1,+,.,Name=CHR_14_9871-9873
XIV,LD information,LD block,726118,726350,1,+,.,Name=CHR_14_9875-9878
XIV,LD information,LD block,726392,726427,1,+,.,Name=CHR_14_9879-9881
XIV,LD information,LD block,726489,730900,1,+,.,Name=CHR_14_9882-9889
XIV,LD information,LD block,732176,743336,1,+,.,Name=CHR_14_9890-9898
XIV,LD information,LD block,746254,748072,1,+,.,Name=CHR_14_9899-9906
XIV,LD information,LD block,750743,750744,1,+,.,Name=CHR_14_9907-9908
XIV,LD information,LD block,750775,750904,1,+,.,Name=CHR_14_9910-9923
XIV,LD information,LD block,750914,751159,1,+,.,Name=CHR_14_9924-9936
XIV,LD information,LD block,751266,751286,1,+,.,Name=CHR_14_9938-9941
XIV,LD information,LD block,752169,752316,1,+,.,Name=CHR_14_9945-9947
XIV,LD information,LD block,752591,752737,1,+,.,Name=CHR_14_9948-9955
XIV,LD information,LD block,753367,763982,1,+,.,Name=CHR_14_9956-9982
XIV,LD information,LD block,764822,772497,1,+,.,Name=CHR_14_9984-9993
XIV,LD information,LD block,776400,780322,1,+,.,Name=CHR_14_9996-10001
XIV,LD information,LD block,783914,783929,1,+,.,Name=CHR_14_10007-10010
XV,LD information,LD block,18025,18028,1,+,.,Name=CHR_15_10014-10016
XV,LD information,LD block,24654,24655,1,+,.,Name=CHR_15_10019-10020
XV,LD information,LD block,24667,28873,1,+,.,Name=CHR_15_10021-10032
XV,LD information,LD block,30308,30790,1,+,.,Name=CHR_15_10036-10037
XV,LD information,LD block,31471,32291,1,+,.,Name=CHR_15_10041-10048
XV,LD information,LD block,32396,59142,1,+,.,Name=CHR_15_10050-10074
XV,LD information,LD block,63560,70217,1,+,.,Name=CHR_15_10078-10085
XV,LD information,LD block,70221,70222,1,+,.,Name=CHR_15_10086-10087
XV,LD information,LD block,70894,86295,1,+,.,Name=CHR_15_10089-10102
XV,LD information,LD block,94074,111081,1,+,.,Name=CHR_15_10105-10114
XV,LD information,LD block,111138,113148,1,+,.,Name=CHR_15_10116-10118
XV,LD information,LD block,113956,113958,1,+,.,Name=CHR_15_10119-10120
XV,LD information,LD block,114031,136895,1,+,.,Name=CHR_15_10121-10150
XV,LD information,LD block,141593,144887,1,+,.,Name=CHR_15_10153-10157
XV,LD information,LD block,145130,145302,1,+,.,Name=CHR_15_10158-10159
XV,LD information,LD block,149218,160644,1,+,.,Name=CHR_15_10160-10178
XV,LD information,LD block,165912,185252,1,+,.,Name=CHR_15_10179-10203
XV,LD information,LD block,187949,188149,1,+,.,Name=CHR_15_10206-10207
XV,LD information,LD block,194895,195381,1,+,.,Name=CHR_15_10208-10212
XV,LD information,LD block,197493,203284,1,+,.,Name=CHR_15_10213-10217
XV,LD information,LD block,206850,216217,1,+,.,Name=CHR_15_10222-10227
XV,LD information,LD block,217434,218248,1,+,.,Name=CHR_15_10233-10236
XV,LD information,LD block,220986,226144,1,+,.,Name=CHR_15_10237-10242
XV,LD information,LD block,227542,235211,1,+,.,Name=CHR_15_10245-10255
XV,LD information,LD block,240287,255007,1,+,.,Name=CHR_15_10263-10278
XV,LD information,LD block,261118,276632,1,+,.,Name=CHR_15_10281-10301
XV,LD information,LD block,277467,277699,1,+,.,Name=CHR_15_10304-10306
XV,LD information,LD block,278259,315509,1,+,.,Name=CHR_15_10308-10346
XV,LD information,LD block,316405,329425,1,+,.,Name=CHR_15_10348-10354
XV,LD information,LD block,334807,349540,1,+,.,Name=CHR_15_10356-10362
XV,LD information,LD block,350076,351238,1,+,.,Name=CHR_15_10364-10366
XV,LD information,LD block,356056,358094,1,+,.,Name=CHR_15_10368-10370
XV,LD information,LD block,363969,370822,1,+,.,Name=CHR_15_10371-10377
XV,LD information,LD block,372209,383674,1,+,.,Name=CHR_15_10380-10388
XV,LD information,LD block,385904,397092,1,+,.,Name=CHR_15_10393-10403
XV,LD information,LD block,408490,412551,1,+,.,Name=CHR_15_10405-10408
XV,LD information,LD block,413284,414582,1,+,.,Name=CHR_15_10410-10411
XV,LD information,LD block,421830,425338,1,+,.,Name=CHR_15_10413-10417
XV,LD information,LD block,427884,427890,1,+,.,Name=CHR_15_10422-10424
XV,LD information,LD block,430047,447362,1,+,.,Name=CHR_15_10425-10434
XV,LD information,LD block,448815,448831,1,+,.,Name=CHR_15_10438-10441
XV,LD information,LD block,449086,453019,1,+,.,Name=CHR_15_10442-10444
XV,LD information,LD block,459550,462280,1,+,.,Name=CHR_15_10445-10454
XV,LD information,LD block,465855,467889,1,+,.,Name=CHR_15_10459-10467
XV,LD information,LD block,471823,479604,1,+,.,Name=CHR_15_10469-10478
XV,LD information,LD block,483470,486874,1,+,.,Name=CHR_15_10479-10481
XV,LD information,LD block,487554,488538,1,+,.,Name=CHR_15_10482-10483
XV,LD information,LD block,491013,535075,1,+,.,Name=CHR_15_10486-10512
XV,LD information,LD block,537874,580357,1,+,.,Name=CHR_15_10514-10539
XV,LD information,LD block,587077,594139,1,+,.,Name=CHR_15_10542-10552
XV,LD information,LD block,594819,594822,1,+,.,Name=CHR_15_10553-10554
XV,LD information,LD block,600853,602954,1,+,.,Name=CHR_15_10555-10558
XV,LD information,LD block,607382,660805,1,+,.,Name=CHR_15_10559-10625
XV,LD information,LD block,663916,668514,1,+,.,Name=CHR_15_10626-10631
XV,LD information,LD block,671034,674856,1,+,.,Name=CHR_15_10633-10635
XV,LD information,LD block,676857,678393,1,+,.,Name=CHR_15_10637-10646
XV,LD information,LD block,678404,678916,1,+,.,Name=CHR_15_10647-10653
XV,LD information,LD block,678995,703056,1,+,.,Name=CHR_15_10656-10691
XV,LD information,LD block,703622,703639,1,+,.,Name=CHR_15_10692-10697
XV,LD information,LD block,710273,711322,1,+,.,Name=CHR_15_10698-10699
XV,LD information,LD block,716842,720492,1,+,.,Name=CHR_15_10702-10706
XV,LD information,LD block,729585,731742,1,+,.,Name=CHR_15_10707-10711
XV,LD information,LD block,735908,737166,1,+,.,Name=CHR_15_10712-10715
XV,LD information,LD block,745301,745306,1,+,.,Name=CHR_15_10716-10717
XV,LD information,LD block,747552,751857,1,+,.,Name=CHR_15_10719-10724
XV,LD information,LD block,757677,759381,1,+,.,Name=CHR_15_10726-10734
XV,LD information,LD block,760114,768292,1,+,.,Name=CHR_15_10736-10759
XV,LD information,LD block,774372,785154,1,+,.,Name=CHR_15_10761-10776
XV,LD information,LD block,785674,822681,1,+,.,Name=CHR_15_10778-10814
XV,LD information,LD block,823485,830933,1,+,.,Name=CHR_15_10816-10824
XV,LD information,LD block,833802,834594,1,+,.,Name=CHR_15_10826-10827
XV,LD information,LD block,841040,860696,1,+,.,Name=CHR_15_10828-10843
XV,LD information,LD block,861655,876366,1,+,.,Name=CHR_15_10846-10860
XV,LD information,LD block,880049,888555,1,+,.,Name=CHR_15_10862-10868
XV,LD information,LD block,897914,908870,1,+,.,Name=CHR_15_10874-10888
XV,LD information,LD block,911795,927535,1,+,.,Name=CHR_15_10892-10900
XV,LD information,LD block,930562,943341,1,+,.,Name=CHR_15_10903-10913
XV,LD information,LD block,950568,964403,1,+,.,Name=CHR_15_10915-10928
XV,LD information,LD block,970097,970172,1,+,.,Name=CHR_15_10930-10936
XV,LD information,LD block,970181,970266,1,+,.,Name=CHR_15_10937-10944
XV,LD information,LD block,970285,970291,1,+,.,Name=CHR_15_10945-10949
XV,LD information,LD block,976305,976308,1,+,.,Name=CHR_15_10950-10951
XV,LD information,LD block,976367,976373,1,+,.,Name=CHR_15_10953-10954
XV,LD information,LD block,977576,981687,1,+,.,Name=CHR_15_10956-10960
XV,LD information,LD block,986923,987887,1,+,.,Name=CHR_15_10961-10962
XV,LD information,LD block,991809,994943,1,+,.,Name=CHR_15_10963-10972
XV,LD information,LD block,995180,1003372,1,+,.,Name=CHR_15_10973-10982
XV,LD information,LD block,1004868,1036136,1,+,.,Name=CHR_15_10985-11006
XV,LD information,LD block,1039474,1057321,1,+,.,Name=CHR_15_11009-11024
XV,LD information,LD block,1058174,1071370,1,+,.,Name=CHR_15_11026-11038
XV,LD information,LD block,1074569,1075194,1,+,.,Name=CHR_15_11044-11045
XVI,LD information,LD block,16662,16689,1,+,.,Name=CHR_16_11050-11051
XVI,LD information,LD block,16723,16724,1,+,.,Name=CHR_16_11052-11053
XVI,LD information,LD block,16737,16749,1,+,.,Name=CHR_16_11055-11058
XVI,LD information,LD block,19554,19582,1,+,.,Name=CHR_16_11063-11064
XVI,LD information,LD block,19930,19989,1,+,.,Name=CHR_16_11067-11068
XVI,LD information,LD block,24701,24708,1,+,.,Name=CHR_16_11076-11077
XVI,LD information,LD block,24966,24974,1,+,.,Name=CHR_16_11078-11079
XVI,LD information,LD block,24980,24983,1,+,.,Name=CHR_16_11081-11083
XVI,LD information,LD block,25057,25079,1,+,.,Name=CHR_16_11084-11087
XVI,LD information,LD block,25194,25209,1,+,.,Name=CHR_16_11090-11092
XVI,LD information,LD block,26510,28409,1,+,.,Name=CHR_16_11095-11098
XVI,LD information,LD block,29135,40552,1,+,.,Name=CHR_16_11100-11108
XVI,LD information,LD block,43046,43059,1,+,.,Name=CHR_16_11109-11111
XVI,LD information,LD block,43424,46114,1,+,.,Name=CHR_16_11112-11114
XVI,LD information,LD block,46765,48340,1,+,.,Name=CHR_16_11116-11118
XVI,LD information,LD block,53867,56308,1,+,.,Name=CHR_16_11120-11137
XVI,LD information,LD block,56451,56655,1,+,.,Name=CHR_16_11139-11141
XVI,LD information,LD block,62713,62719,1,+,.,Name=CHR_16_11142-11145
XVI,LD information,LD block,64013,64090,1,+,.,Name=CHR_16_11146-11150
XVI,LD information,LD block,64099,64240,1,+,.,Name=CHR_16_11151-11160
XVI,LD information,LD block,64299,64316,1,+,.,Name=CHR_16_11161-11164
XVI,LD information,LD block,64326,64353,1,+,.,Name=CHR_16_11165-11166
XVI,LD information,LD block,64540,83512,1,+,.,Name=CHR_16_11169-11201
XVI,LD information,LD block,86230,103110,1,+,.,Name=CHR_16_11203-11212
XVI,LD information,LD block,105267,105336,1,+,.,Name=CHR_16_11214-11215
XVI,LD information,LD block,110992,117072,1,+,.,Name=CHR_16_11216-11224
XVI,LD information,LD block,117654,129358,1,+,.,Name=CHR_16_11229-11244
XVI,LD information,LD block,132814,138809,1,+,.,Name=CHR_16_11246-11250
XVI,LD information,LD block,143053,163842,1,+,.,Name=CHR_16_11251-11277
XVI,LD information,LD block,166006,171898,1,+,.,Name=CHR_16_11281-11310
XVI,LD information,LD block,171982,172021,1,+,.,Name=CHR_16_11311-11312
XVI,LD information,LD block,172126,197237,1,+,.,Name=CHR_16_11313-11343
XVI,LD information,LD block,198072,211386,1,+,.,Name=CHR_16_11347-11357
XVI,LD information,LD block,212704,213411,1,+,.,Name=CHR_16_11360-11362
XVI,LD information,LD block,214724,244227,1,+,.,Name=CHR_16_11363-11394
XVI,LD information,LD block,248105,256672,1,+,.,Name=CHR_16_11396-11399
XVI,LD information,LD block,260943,270942,1,+,.,Name=CHR_16_11401-11414
XVI,LD information,LD block,271044,275336,1,+,.,Name=CHR_16_11416-11431
XVI,LD information,LD block,276423,277836,1,+,.,Name=CHR_16_11433-11443
XVI,LD information,LD block,278068,296048,1,+,.,Name=CHR_16_11445-11466
XVI,LD information,LD block,300317,347675,1,+,.,Name=CHR_16_11470-11516
XVI,LD information,LD block,349333,357487,1,+,.,Name=CHR_16_11517-11521
